"MESH_ID","UMLS_CUI","ICD10CM_CODE","DRESCP"
"D014062","C0153349","C02.9","Malignant neoplasm of tongue, unspecified"
"D004474","C0013570","B08.02","Orf virus disease"
"D006563","C0019364","B02.30","Zoster ocular disease, unspecified"
"D014205","C0040830","A79.0","Trench fever"
"D006173","C0018409","Y93.43","Activity, gymnastics"
"D006482","C0019104","A99","Unspecified viral hemorrhagic fever"
"D006557","C0019338","B08.5","Enteroviral vesicular pharyngitis"
"D012295","C0035613","A92.4","Rift Valley fever"
"D013031","C0037753","B70.1","Sparganosis"
"D014952","C0043261","Y93.72","Activity, wrestling"
"C531698","C0348287","B82.0","Intestinal helminthiasis, unspecified"
"D000073605","C0549160","A77.2","Spotted fever due to Rickettsia siberica"
"D000073678","C2712390","Y93.13","Activity, water polo"
"C536778","C0342788","E71.41","Primary carnitine deficiency"
"C538068","C0268160","E74.11","Essential fructosuria"
"C579867","C3696376","E71.111","3-methylglutaconic aciduria"
"D000742","C0002876","D64.4","Congenital dyserythropoietic anemia"
"D005879","C0040517","F95.2","Tourette's disorder"
"D006086","C0018133","D89.813","Graft-versus-host disease, unspecified"
"D007161","C0021071","C88.3","Immunoproliferative small intestinal disease"
"D010260","C0030477","F60.0","Paranoid personality disorder"
"D020187","C0751772","G47.52","REM sleep behavior disorder"
"D009135","C0026848","G72.9","Myopathy, unspecified"
"D013832","C0039841","E51.9","Thiamine deficiency, unspecified"
"D014811","C0042875","E56.0","Deficiency of vitamin E"
"D015417","C0027888","G60.0","Hereditary motor and sensory neuropathy"
"D020431","C0751937","G52.0","Disorders of olfactory nerve"
"D005173","C0015523","D68.1","Hereditary factor XI deficiency"
"D014808","C0042870","E55.9","Vitamin D deficiency, unspecified"
"D019957","C0026613","F82","Specific developmental disorder of motor function"
"D052556","C0268247","E75.243","Niemann-Pick disease type D"
"D010279","C0030517","E21.5","Disorder of parathyroid gland, unspecified"
"D013959","C0040128","E07.9","Disorder of thyroid, unspecified"
"D019955","C0149654","F91.9","Conduct disorder, unspecified"
"D011087","C0032463","D45","Polycythemia vera"
"D011618","C0036358","F20.81","Schizophreniform disorder"
"D008072","C0023817","E78.3","Hyperchylomicronemia"
"D000326","C0162309","E71.529","X-linked adrenoleukodystrophy, unspecified type"
"D028227","C0206245","E85.1","Neuropathic heredofamilial amyloidosis"
"D020176","C0268483","E70.21","Tyrosinemia"
"D002278","C0007099","D09.9","Carcinoma in situ, unspecified"
"D006732","C0019937","G90.2","Horner's syndrome"
"D013967","C0920350","E06.3","Autoimmune thyroiditis"
"D002546","C0007787","G45.9","Transient cerebral ischemic attack, unspecified"
"D054391","C0392788","C86.0","Extranodal NK/T-cell lymphoma, nasal type"
"D020016","C0600433","D68.51","Activated protein C resistance"
"D017590","C0206083","G37.2","Central pontine myelinolysis"
"D006432","C0392514","E83.110","Hereditary hemochromatosis"
"D018901","C0282525","E71.511","Neonatal adrenoleukodystrophy"
"D006998","C0020604","F45.21","Hypochondriasis"
"D008231","C0024312","D72.810","Lymphocytopenia"
"D020179","C0231311","G47.25","Circadian rhythm sleep disorder, jet lag type"
"D013734","C0936016","E34.51","Complete androgen insensitivity syndrome"
"D051270","C0522253","G44.84","Primary exertional headache"
"D012202","C0035400","G93.7","Reye's syndrome"
"D049950","C0221002","E21.0","Primary hyperparathyroidism"
"D009136","C0026850","G71.0","Muscular dystrophy"
"D006949","C0020473","E78.5","Hyperlipidemia, unspecified"
"D011164","C0032708","E80.20","Unspecified porphyria"
"D006849","C0020255","G91.9","Hydrocephalus, unspecified"
"D011502","C0033677","E46","Unspecified protein-calorie malnutrition"
"D020896","C0546884","E86.1","Hypovolemia"
"D001762","C0005741","H01.9","Unspecified inflammation of eyelid"
"D006961","C0020502","E21.3","Hyperparathyroidism, unspecified"
"D006986","C0020579","E67.0","Hypervitaminosis A"
"D020919","C0752286","F51.03","Paradoxical insomnia"
"D013575","C0221046","G90.01","Carotid sinus syncope"
"D012892","C0751505","F51.12","Insufficient sleep syndrome"
"D012030","C0034951","H52.7","Unspecified disorder of refraction"
"D015422","C0036412","H15.9","Unspecified disorder of sclera"
"D005141","C0015423","H02.9","Unspecified disorder of eyelid"
"D005099","C0015310","H50.10","Unspecified exotropia"
"D013285","C0038379","H50.9","Unspecified strabismus"
"D000789","C0002965","I20.0","Unstable angina"
"D010211","C0030353","H47.10","Unspecified papilledema"
"D010032","C0029878","H60.90","Unspecified otitis externa, unspecified ear"
"D006322","C0018789","I25.3","Aneurysm of heart"
"D012166","C0035317","H35.60","Retinal hemorrhage, unspecified eye"
"D054537","C0004245","I44.30","Unspecified atrioventricular block"
"D002305","C0007177","I31.4","Cardiac tamponade"
"D010033","C0029882","H66.90","Otitis media, unspecified, unspecified ear"
"D000839","C0003078","H52.32","Aniseikonia"
"D015858","C0003081","H52.31","Anisometropia"
"D009205","C0027059","I51.4","Myocarditis, unspecified"
"C563492","C1833797","H47.033","Optic nerve hypoplasia, bilateral"
"D010211","C0242420","H35.81","Retinal edema"
"D009759","C0155380","H55.04","Dissociated nystagmus"
"D003233","C0009773","H10.44","Vernal conjunctivitis"
"C535892","C0023645","L66.1","Lichen planopilaris"
"C537005","C0343047","L21.1","Seborrheic infantile dermatitis"
"D003741","C0011346","K03.6","Deposits [accretions] on teeth"
"D009260","C0027339","L60.9","Nail disorder, unspecified"
"D011565","C0030246","L40.3","Pustulosis palmaris et plantaris"
"D018410","C0004626","J15.9","Unspecified bacterial pneumonia"
"D002544","C0007785","I63.9","Cerebral infarction, unspecified"
"D003874","C0011608","L13.0","Dermatitis herpetiformis"
"D010532","C0031142","K66.9","Disorder of peritoneum, unspecified"
"D004935","C0014852","K22.9","Disease of esophagus, unspecified"
"D003877","C0011616","L25.9","Unspecified contact dermatitis, unspecified cause"
"D003873","C0011606","L26","Exfoliative dermatitis"
"D005235","C0015696","K70.0","Alcoholic fatty liver"
"D010391","C0030805","L12.0","Bullous pemphigoid"
"D055008","C0003165","J60","Coalworker's pneumoconiosis"
"D014063","C0040412","K14.5","Plicated tongue"
"D005667","C0242301","L02.92","Furuncle, unspecified"
"D016463","C0085077","L98.2","Febrile neutrophilic dermatosis [Sweet]"
"D011656","C0264393","J43.1","Panlobular emphysema"
"D020217","C0338586","I77.74","Dissection of vertebral artery"
"D007829","C0023075","J38.6","Stenosis of larynx"
"D006502","C0856761","I82.0","Budd-Chiari syndrome"
"D011842","C0034543","K04.8","Radicular cyst"
"D008010","C0023646","L43.9","Lichen planus, unspecified"
"D002545","C0917798","I67.82","Cerebral ischemia"
"D003963","C0011974","L22","Diaper dermatitis"
"D041881","C0149520","K81.0","Acute cholecystitis"
"D063807","C0221244","L21.0","Seborrhea capitis"
"D003111","C0009376","K63.5","Polyp of colon"
"D004890","C0041834","L53.9","Erythematous condition, unspecified"
"D004892","C0014742","L51.9","Erythema multiforme, unspecified"
"D005203","C0015634","J67.0","Farmer's lung"
"D005352","C0016052","I77.3","Arterial fibromuscular dysplasia"
"D006465","C0019065","K66.1","Hemoperitoneum"
"D006505","C0019158","K75.9","Inflammatory liver disease, unspecified"
"D006983","C0020555","L68.9","Hypertrichosis, unspecified"
"D007169","C0021099","L01.00","Impetigo, unspecified"
"D008286","C0024523","K90.9","Intestinal malabsorption, unspecified"
"D008551","C0025222","K92.1","Melena"
"D008883","C0026113","L74.3","Miliaria, unspecified"
"D009263","C0027343","L60.0","Ingrowing nail"
"D009631","C0028309","K09.1","Developmental (nonodontogenic) cysts of oral region"
"D010181","C0030283","K86.2","Cyst of pancreas"
"D011030","C0032326","J93.9","Pneumothorax, unspecified"
"D019080","C0221263","L81.3","Cafe au lait spots"
"C537929","C0016052","I77.3","Arterial fibromuscular dysplasia"
"C562405","C0155912","J84.02","Pulmonary alveolar microlithiasis"
"D009057","C1704330","K08.9","Disorder of teeth and supporting structures, unspecified"
"D005203","C0155889","J67.5","Mushroom-worker's lung"
"D010392","C0263313","L10.2","Pemphigus foliaceous"
"D007418","C0030446","K56.0","Paralytic ileus"
"D010392","C0030809","L10.0","Pemphigus vulgaris"
"D007592","C0022408","M12.9","Arthropathy, unspecified"
"D009220","C0158353","M60.009","Infective myositis, unspecified site"
"D008312","C3714535","M26.212","Malocclusion, Angle's class II"
"D004368","C0013240","M27.3","Alveolitis of jaws"
"D001172","C0003873","M06.9","Rheumatoid arthritis, unspecified"
"D003882","C0011633","M33.90","Dermatopolymyositis, unsp, organ involvement unspecified"
"D020370","C0409959","M17.9","Osteoarthritis of knee, unspecified"
"D000070657","C0152087","M11.9","Crystal arthropathy, unspecified"
"D008310","C0024636","M26.4","Malocclusion, unspecified"
"D013130","C0037944","M48.00","Spinal stenosis, site unspecified"
"D013169","C0038018","M43.00","Spondylolysis, site unspecified"
"D011843","C0700594","M54.10","Radiculopathy, site unspecified"
"D009221","C0016037","M61.10","Myositis ossificans progressiva, unspecified site"
"D015576","C0020492","M89.30","Hypertrophy of bone, unspecified site"
"D000070639","C0158309","M77.00","Medial epicondylitis, unspecified elbow"
"D000070676","C0242490","M77.9","Enthesopathy, unspecified"
"D011225","C0032914","O14.90","Unspecified pre-eclampsia, unspecified trimester"
"D011469","C0033575","N42.9","Disorder of prostate, unspecified"
"D014552","C0042029","N39.0","Urinary tract infection, site not specified"
"D018500","C0162283","N25.1","Nephrogenic diabetes insipidus"
"D007669","C0022650","N20.0","Calculus of kidney"
"D052798","C0022782","N48.0","Leukoplakia of penis"
"D006869","C0020295","N13.30","Unspecified hydronephrosis"
"D006828","C0334529","O01.1","Incomplete and partial hydatidiform mole"
"C536683","C0265374","Q86.2","Dysmorphism due to warfarin"
"C531735","C0009677","Q38.2","Macroglossia"
"C574275","C0265554","Q71.60","Lobster-claw hand, unspecified hand"
"D006627","C0019569","Q43.1","Hirschsprung's disease"
"D011662","C0034084","Q24.3","Pulmonary infundibular stenosis"
"D020925","C0752304","P91.60","Hypoxic ischemic encephalopathy [HIE], unspecified"
"D014983","C0043346","Q82.1","Xeroderma pigmentosum"
"D021921","C0003499","Q25.3","Supravalvular aortic stenosis"
"D017880","C0206762","Q74.9","Unspecified congenital malformation of limb(s)"
"D004613","C0013903","Q77.6","Chondroectodermal dysplasia"
"D007184","C0021171","Q82.3","Incontinentia pigmenti"
"D054877","C1956097","Q93.3","Deletion of short arm of chromosome 4"
"D013796","C0039743","Q77.1","Thanatophoric short stature"
"D001919","C0428977","R00.1","Bradycardia, unspecified"
"D008382","C0024796","Q87.40","Marfan's syndrome, unspecified"
"D003310","C0009995","Q24.2","Cor triatriatum"
"D020324","C0233795","R41.1","Anterograde amnesia"
"D005414","C0016204","R14.3","Flatulence"
"D001237","C0004044","R09.01","Asphyxia"
"D000072676","C0152415","Q38.1","Ankyloglossia"
"D015746","C0000737","R10.9","Unspecified abdominal pain"
"D000130","C0001080","Q77.4","Achondroplasia"
"D000855","C0003123","R63.0","Anorexia"
"D002100","C0006625","R64","Cachexia"
"D003914","C0011813","Q24.0","Dextrocardia"
"D009325","C0027497","R11.0","Nausea"
"D010009","C0029422","Q78.9","Osteochondrodysplasia, unspecified"
"D011507","C0033687","R80.9","Proteinuria, unspecified"
"D053159","C0013428","R30.0","Dysuria"
"D053608","C0085628","R40.1","Stupor"
"D057070","C0158779","Q76.5","Cervical rib"
"D059041","C0265529","Q67.3","Plagiocephaly"
"C562397","C0152436","Q52.3","Imperforate hymen"
"C562950","C0432098","Q35.3","Cleft soft palate"
"C535679","C0265341","Q13.81","Rieger's anomaly"
"D003294","C0751057","R56.01","Complex febrile convulsions"
"D007989","C0011124","R68.82","Decreased libido"
"D012135","C0038450","R06.1","Stridor"
"C565942","C1859726","Q87.82","Arterial tortuosity syndrome"
"D000067404","C0150080","F80.82","Social pragmatic communication disorder"
"D014189","C0040765","F64.0","Transsexualism"
"D019048","C0282612","N42.31","Prostatic intraepithelial neoplasia"
"D009771","C0028768","F42.9","Obsessive-compulsive disorder, unspecified"
"D000071243","C0276289","A92.5","Zika virus disease"
"D000073872","C0265883","Q25.45","Double aortic arch"
"D008532","C0025162","K59.31","Toxic megacolon"
"D005871","C0017531","D47.Z2","Castleman disease"
"D011236","C0362046","R73.03","Prediabetes"
"D008480","C0025064","J98.51","Mediastinitis"
"D010188","C0267963","K86.81","Exocrine pancreatic insufficiency"
"D000067836","C3837219","F42.3","Hoarding disorder"
"D046730","C0400822","K52.832","Lymphocytic colitis"
"D056587","C2316212","M04.2","Cryopyrin-associated periodic syndromes"
"D046729","C0238067","K52.831","Collagenous colitis"
"D055948","C0872084","M62.84","Sarcopenia"
"D050488","C0265649","Q66.21","Congenital metatarsus primus varus"
"D016472","C0270763","G12.24","Familial motor neuron disease"
"D006938","C0020445","E78.01","Familial hypercholesterolemia"
"D012515","C0036221","C96.22","Mast cell sarcoma"
"D014190","C0040774","F64.1","Dual role transvestism"
"D065446","C0520676","F32.81","Premenstrual dysphoric disorder"
"D001437","C0004659","R82.71","Bacteriuria"
"D056912","C0596170","F50.81","Binge eating disorder"
"D008415","C0024899","Q82.2","Congenital cutaneous mastocytosis"
"D020249","C0282402","Z79.890","Hormone replacement therapy"
"D034721","C0221013","D47.02","Systemic mastocytosis"
"D034701","C1136033","D47.01","Cutaneous mastocytosis"
"D016472","C0154682","G12.23","Primary lateral sclerosis"
"D004541","C0013743","I27.83","Eisenmenger's syndrome"
"C536777","C0153252","B37.7","Disseminated candidiasis"
"C562722","C0272192","D72.1","Hereditary eosinophilia"
"D004670","C0014053","A83.5","California meningoencephalitis"
"D006455","C0019047","D58.2","Abnormal hemoglobin NOS"
"D016553","C0398650","D69.3","Idiopathic thrombocytopenic purpura"
"D017096","C0162534","A81.9","Prion diseases of the central nervous system NOS"
"D009369","C0027651","D49","tumor NOS"
"D012612","C0036472","A75.3","Scrub (mite-borne) typhus"
"D017229","C0086227","B80","pinworm infection"
"D002590","C0007894","B71.9","Tapeworm (infection) NOS"
"D007244","C0021345","B27","glandular fever"
"D008113","C0023903","C22.0","Hepatoma"
"D008589","C0025303","A39.9","Meningococcal disease NOS"
"D016584","C0030319","F41.0","Panic disorder [episodic paroxysmal anxiety]"
"D012282","C0035585","A79.9","Rickettsial infection NOS"
"D005892","C0017575","A69.1","Necrotizing ulcerative (acute) gingivostomatitis"
"D014842","C0042974","D68.0","Vascular hemophilia"
"D008228","C0024305","C85.9","Non-Hodgkin lymphoma NOS"
"D017728","C0206180","C84.6","Anaplastic large cell lymphoma, CD30-positive"
"D015473","C0023487","C92.4","AML M3"
"D007947","C0023462","C94.2","Acute myeloid leukemia M7"
"D008101","C0023886","A06.4","Hepatic amebiasis"
"D060368","C0152066","B48.0","Keloidal blastomycosis"
"D023981","C0152276","C92.3","Granulocytic sarcoma"
"D029503","C1260899","D61.01","Blackfan-Diamond syndrome"
"D013606","C0039223","A52.11","Tabetic neurosyphilis"
"D009101","C0026764","C90.0","Myelomatosis"
"D009101","C0026764","C90.0","Plasma cell myeloma"
"D009956","C0029291","A70","Ornithosis"
"D009956","C0029291","A70","Parrot fever"
"D007414","C0346627","C26.0","Malignant neoplasm of intestine NOS"
"D014067","C0751560","C09.9","Malignant neoplasm of tonsil NOS"
"D009508","C0027962","D22","nevus NOS"
"D007617","C0022504","B00.0","Kaposi's varicelliform eruption"
"D054429","C0349639","C93.30","Juvenile myelomonocytic leukemia NOS"
"D054740","C1260325","C96.4","Follicular dendritic cell sarcoma"
"D011004","C0032249","D50.1","Kelly-Paterson syndrome"
"D014884","C1403891","A39.1","Meningococcal hemorrhagic adrenalitis"
"D008219","C0024286","A55","Durand-Nicolas-Favre disease"
"D018281","C0206698","C22.1","Cholangiocarcinoma"
"D007951","C0023466","C93.1","Chronic monocytic leukemia"
"D015470","C1879321","C92.0","Acute myeloblastic leukemia M2"
"D003003","C0009021","B66.1","Chinese liver fluke disease"
"D000073605","C1320317","A77.1","African tick typhus"
"D014205","C0040830","A79.0","Quintan fever"
"D004011","C0012102","B66.2","Lancet fluke infection"
"D004405","C1527298","A03.9","Bacillary dysentery NOS"
"D004451","C0013514","B66.8","Echinostomiasis"
"D006453","C0019045","D58.2","Hemoglobinopathy NOS"
"D009855","C0029001","B73","onchocercosis"
"D011693","C0034150","D69.2","Purpura NOS"
"D014120","C0040553","B83.0","Toxocariasis"
"D018256","C0206677","D28","adenomatous polyp"
"C537256","C1368065","D69.0","Vascular purpura"
"D009494","C0153132","A50.40","Juvenile neurosyphilis NOS"
"D010854","C0040249","B36.2","Tinea blanca"
"D034721","C1112486","C96.21","Aggressive systemic mastocytosis"
"C537295","C0338589","I67.7","Granulomatous angiitis of the nervous system"
